0,-49,-0.45,0.09,-0.63,-18.27,-2.11,15.15,1
1,-47,-0.45,0.09,-0.63,-19.21,-0.63,15.47,2
2,-46,-0.45,0.10,-0.65,-23.20,4.74,17.09,3
3,-48,-0.47,0.14,-0.67,-44.02,26.62,11.21,4
4,-51,-0.51,0.21,-0.71,-61.56,54.93,-19.19,5
5,-59,-0.55,0.27,-1.01,-75.79,86.87,-80.37,6
6,-67,-0.44,0.22,-1.20,-106.56,117.05,-176.66,7
7,-63,-0.45,0.25,-1.34,-144.63,149.17,-250.14,8
8,-60,-0.22,0.16,-1.17,-169.82,160.15,-250.14,9
9,-59,-0.08,0.07,-1.20,-182.37,146.57,-215.21,10
10,-59,-0.05,0.03,-1.26,-177.12,114.19,-139.93,11
11,-62,-0.22,0.03,-1.26,-99.27,65.28,-22.98,13
12,-63,-0.29,-0.03,-1.19,-82.62,59.21,8.67,14
13,-64,-0.25,0.01,-1.10,-71.66,48.40,21.99,15
14,-66,-0.27,0.04,-1.01,-55.02,35.89,20.66,16
15,-74,-0.32,0.11,-0.94,-18.95,19.57,-20.38,18
16,-70,-0.31,0.16,-1.06,23.56,0.97,-81.53,20
17,-63,-0.30,0.13,-1.03,45.62,-8.89,-100.26,21
18,-64,-0.30,0.10,-1.09,65.20,-14.30,-98.40,22
19,-63,-0.31,0.09,-1.93,112.38,-42.79,-8.85,24
20,-56,-0.24,0.09,-1.53,109.61,-81.00,40.76,25
21,-50,-0.22,0.25,-1.00,119.38,-113.74,79.71,26
22,-46,-0.34,0.40,-1.19,144.73,-125.05,92.53,27
23,-43,-0.33,0.22,-1.21,143.89,-131.63,99.84,28
24,-42,-0.35,0.18,-0.84,54.69,-83.50,49.92,31
25,-40,-0.36,0.13,-0.79,26.72,-55.97,21.44,32
26,-42,-0.31,0.08,-0.79,-0.84,-31.50,-5.09,33
27,-45,-0.29,0.05,-0.74,-31.09,-10.80,-32.19,34
28,-52,-0.29,0.04,-0.73,-64.56,10.29,-68.01,35
29,-53,-0.30,0.06,-0.86,-139.18,56.23,-164.55,37
30,-55,-0.25,0.06,-1.04,-175.13,72.85,-207.37,38
31,-55,-0.17,0.09,-1.11,-200.93,73.89,-223.47,39
32,-56,-0.16,0.16,-1.47,-206.79,72.65,-231.04,40
33,-62,-0.10,0.12,-1.71,-204.35,67.96,-228.42,41
34,-68,-0.18,0.06,-1.50,-192.24,70.05,-195.53,42
35,-62,-0.11,0.07,-1.07,-139.66,78.36,-100.68,44
36,-61,-0.16,0.09,-1.10,-118.48,73.15,-74.02,45
37,-61,-0.20,0.19,-1.15,-106.88,62.51,-110.49,46
38,-63,-0.22,0.19,-1.15,-95.73,60.43,-173.88,47
39,-67,-0.18,0.10,-1.07,-91.11,60.58,-212.05,48
40,-69,-0.15,0.04,-1.06,-88.88,69.14,-213.11,49
41,-79,-0.18,0.01,-1.06,-70.09,106.11,-129.24,52
42,-85,-0.18,0.04,-1.11,-56.24,114.48,-112.67,53
43,-79,-0.28,0.17,-1.09,-23.27,121.99,-148.31,55
44,-76,-0.43,0.16,-0.99,-24.98,130.85,-177.04,57
45,-82,-0.44,-0.05,-1.13,-44.88,115.21,-131.31,58
46,-91,-0.24,0.31,-1.40,41.47,-12.42,21.45,60
47,-78,-0.26,0.34,-1.13,96.21,-48.40,43.81,61
48,-71,-0.30,0.19,-0.98,102.84,-83.15,0.53,62
49,-71,-0.21,0.12,-1.11,111.92,-103.36,3.64,63
50,-64,-0.23,0.03,-1.19,125.86,-94.40,106.32,65
51,-61,-0.19,0.04,-1.19,110.31,-91.52,116.92,66
52,-60,-0.19,0.05,-1.22,95.50,-92.58,103.50,67
53,-63,-0.18,0.06,-1.22,84.43,-93.66,91.31,68
