0,-39,0.22,0.98,-0.06,15.81,2.23,4.27
1,-52,-0.22,-0.09,-1.07,6.63,-8.94,18.54
2,-52,-0.22,-0.08,-1.07,5.75,-9.73,20.52
3,-52,-0.22,-0.07,-1.06,5.34,-9.93,20.28
4,-56,-0.22,-0.07,-1.07,8.42,-3.86,18.24
5,-59,-0.21,-0.06,-1.06,10.09,-2.63,17.89
6,-60,-0.23,-0.07,-1.05,9.55,-0.45,20.90
7,-60,-0.22,-0.07,-1.05,7.90,-0.45,26.08
8,-58,-0.20,-0.06,-1.05,8.68,1.31,27.19
9,-56,-0.17,-0.00,-1.07,11.37,-4.39,-5.06
10,-61,-0.27,-0.11,-1.05,6.69,5.93,30.31
11,-61,-0.19,-0.05,-1.09,9.89,1.63,44.96
12,-59,-0.13,-0.01,-1.09,7.14,-3.08,24.71
13,-62,-0.15,-0.01,-1.08,4.64,-4.77,-2.86
14,-62,-0.20,-0.04,-1.09,2.69,-6.58,-19.18
15,-62,-0.24,-0.08,-1.09,0.57,-7.87,-14.99
16,-62,-0.23,-0.09,-1.09,-1.47,-8.42,-2.36
17,-61,-0.22,-0.07,-1.09,-2.29,-9.50,6.85
18,-60,-0.20,-0.06,-1.08,-2.32,-12.88,6.37
19,-59,-0.20,-0.06,-1.08,-2.79,-12.92,2.66
20,-59,-0.22,-0.08,-1.09,-3.64,-12.95,5.60
21,-58,-0.20,-0.07,-1.08,-4.45,-13.97,9.79
22,-58,-0.19,-0.07,-1.07,-4.06,-13.72,11.24
23,-58,-0.19,-0.08,-1.06,-3.30,-13.24,11.44
24,-57,-0.18,-0.06,-1.07,-0.82,-11.27,16.32
25,-57,-0.19,-0.06,-1.06,1.66,-9.57,12.05
26,-57,-0.20,-0.07,-1.07,4.55,-8.09,10.08
27,-58,-0.21,-0.09,-1.06,6.19,-7.67,14.20
28,-58,-0.22,-0.09,-1.07,6.95,-6.34,20.45
29,-59,-0.20,-0.07,-1.06,11.72,-3.09,20.22
30,-59,-0.21,-0.07,-1.05,13.19,-2.37,22.36
31,-58,-0.21,-0.07,-1.05,15.21,-0.66,21.43
32,-58,-0.21,-0.07,-1.06,16.50,0.24,20.43
33,-58,-0.21,-0.07,-1.06,17.25,1.32,18.20
34,-58,-0.22,-0.06,-1.06,19.05,1.44,16.45
35,-58,-0.23,-0.07,-1.06,18.85,2.02,17.54
36,-59,-0.22,-0.07,-1.07,17.40,2.43,22.15
37,-59,-0.22,-0.06,-1.08,16.34,2.50,21.89
38,-59,-0.21,-0.05,-1.08,15.26,1.72,19.40
39,-58,-0.21,-0.07,-1.08,13.15,1.47,18.00
40,-58,-0.22,-0.06,-1.08,10.93,1.05,17.73
41,-57,-0.21,-0.06,-1.08,10.56,1.04,15.30
42,-58,-0.21,-0.06,-1.06,9.62,0.42,11.10
43,-57,-0.23,-0.06,-1.05,8.08,0.02,7.62
44,-57,-0.24,-0.08,-1.07,7.23,-0.57,8.35
45,-57,-0.23,-0.07,-1.06,5.60,-1.69,11.49
46,-58,-0.22,-0.06,-1.08,4.60,-2.80,9.32
47,-57,-0.23,-0.06,-1.07,4.14,-3.73,5.67
48,-58,-0.22,-0.07,-1.07,1.78,-4.16,4.45
49,-58,-0.21,-0.06,-1.05,-0.06,-4.59,0.72
50,-60,-0.22,-0.08,-1.06,-2.05,-7.33,-7.77
51,-60,-0.21,-0.08,-1.06,-2.89,-8.34,-4.21
52,-60,-0.20,-0.07,-1.07,-4.81,-8.50,-3.05
53,-60,-0.19,-0.05,-1.06,-6.43,-7.95,-6.40
54,-59,-0.19,-0.06,-1.08,-5.17,-7.32,-18.21
55,-59,-0.20,-0.07,-1.08,-5.37,-7.34,-17.19
56,-59,-0.19,-0.07,-1.08,-7.26,-7.90,-17.29
57,-60,-0.19,-0.06,-1.08,-8.34,-7.96,-20.52
